,ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Siglas Consola,Nombre Consola,Familia Consolas,Ventas Total,Puntaje Críticos,Puntaje Usuarios,Rating
12428,VID_004322,Microsoft Flight Simulator X,2006,Simulation,PC,PC (Computadora),PC (Computadora),430000,80.0,76.0,E
12430,VID_004471,Tom Clancy's The Division,2016,Shooter,PC,PC (Computadora),PC (Computadora),410000,79.0,58.0,M
12431,VID_004488,BioShock,2007,Shooter,PC,PC (Computadora),PC (Computadora),410000,96.0,85.0,M
12432,VID_004514,Call of Duty: Advanced Warfare,2014,Shooter,PC,PC (Computadora),PC (Computadora),410000,78.0,45.0,M
12433,VID_004528,Duke Nukem Forever,2011,Shooter,PC,PC (Computadora),PC (Computadora),410000,54.0,57.0,M
12434,VID_004580,FIFA 14,2013,Sports,PC,PC (Computadora),PC (Computadora),400000,87.0,46.0,E
12435,VID_004591,FIFA Soccer 13,2012,Action,PC,PC (Computadora),PC (Computadora),400000,86.0,66.0,E
12436,VID_004603,Mafia II,2010,Action,PC,PC (Computadora),PC (Computadora),400000,77.0,79.0,M
12437,VID_004646,Mass Effect 2,2010,Role-Playing,PC,PC (Computadora),PC (Computadora),390000,94.0,88.0,M
12438,VID_004758,Battlefield 1,2016,Shooter,PC,PC (Computadora),PC (Computadora),380000,88.0,76.0,M
12439,VID_004776,Saints Row: The Third,2011,Action,PC,PC (Computadora),PC (Computadora),380000,84.0,81.0,M
12440,VID_004784,Dawn of Discovery,2009,Simulation,PC,PC (Computadora),PC (Computadora),380000,82.0,88.0,T
12442,VID_004844,Need for Speed: Hot Pursuit,2010,Racing,PC,PC (Computadora),PC (Computadora),370000,86.0,67.0,E10+
12443,VID_004862,Rage,2011,Shooter,PC,PC (Computadora),PC (Computadora),370000,79.0,52.0,M
12445,VID_004907,Need for Speed: The Run,2011,Action,PC,PC (Computadora),PC (Computadora),360000,69.0,58.0,T
12446,VID_004912,Sid Meier's Civilization: Beyond Earth,2014,Strategy,PC,PC (Computadora),PC (Computadora),360000,81.0,55.0,E10+
12447,VID_004917,Left 4 Dead 2,2009,Shooter,PC,PC (Computadora),PC (Computadora),360000,89.0,85.0,M
12448,VID_004997,Middle-Earth: Shadow of Mordor,2014,Action,PC,PC (Computadora),PC (Computadora),350000,84.0,80.0,M
12449,VID_005032,Football Manager 2016,2015,Simulation,PC,PC (Computadora),PC (Computadora),350000,81.0,69.0,E
12450,VID_005111,Company of Heroes 2,2013,Strategy,PC,PC (Computadora),PC (Computadora),340000,80.0,21.0,M
12452,VID_005244,Medal of Honor: Warfighter,2012,Action,PC,PC (Computadora),PC (Computadora),330000,55.0,54.0,M
12453,VID_005270,The Witcher: Enhanced Edition,2008,Role-Playing,PC,PC (Computadora),PC (Computadora),320000,86.0,85.0,M
12455,VID_005289,Dead Space 2,2011,Shooter,PC,PC (Computadora),PC (Computadora),320000,87.0,83.0,M
12456,VID_005315,Batman: Arkham Asylum,2009,Action,PC,PC (Computadora),PC (Computadora),320000,91.0,87.0,T
12457,VID_005330,World of Warcraft: Legion,2016,Role-Playing,PC,PC (Computadora),PC (Computadora),320000,88.0,75.0,T
12458,VID_005391,Fable III,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),320000,75.0,54.0,M
12459,VID_005417,Batman: Arkham Origins,2013,Action,PC,PC (Computadora),PC (Computadora),310000,74.0,75.0,T
12460,VID_005450,The Settlers 7: Paths to a Kingdom,2010,Strategy,PC,PC (Computadora),PC (Computadora),310000,79.0,52.0,E10+
12461,VID_005544,Kingdoms of Amalur: Reckoning,2012,Role-Playing,PC,PC (Computadora),PC (Computadora),300000,81.0,66.0,M
12462,VID_005624,1701 A.D.,2006,Simulation,PC,PC (Computadora),PC (Computadora),300000,79.0,83.0,E10+
12465,VID_005716,Borderlands: The Pre-Sequel,2014,Shooter,PC,PC (Computadora),PC (Computadora),290000,75.0,62.0,M
12467,VID_005769,World of Tanks,2011,Shooter,PC,PC (Computadora),PC (Computadora),290000,80.0,37.0,T
12468,VID_005787,FIFA 15,2014,Sports,PC,PC (Computadora),PC (Computadora),280000,82.0,42.0,E
12469,VID_005952,The Evil Within,2014,Action,PC,PC (Computadora),PC (Computadora),270000,68.0,59.0,M
12472,VID_006022,R.U.S.E.,2010,Strategy,PC,PC (Computadora),PC (Computadora),270000,76.0,81.0,T
12473,VID_006046,Tropico 4,2011,Strategy,PC,PC (Computadora),PC (Computadora),270000,78.0,77.0,T
12476,VID_006245,The Elder Scrolls IV: Oblivion,2006,Role-Playing,PC,PC (Computadora),PC (Computadora),250000,94.0,81.0,M
12477,VID_006281,Silent Hunter 5: Battle of the Atlantic,2010,Simulation,PC,PC (Computadora),PC (Computadora),250000,62.0,35.0,T
12478,VID_006292,LEGO Star Wars III: The Clone Wars,2011,Action,PC,PC (Computadora),PC (Computadora),250000,76.0,75.0,E10+
12479,VID_006315,Anno 2205,2015,Strategy,PC,PC (Computadora),PC (Computadora),250000,72.0,59.0,E10+
12480,VID_006341,Need for Speed Rivals,2013,Racing,PC,PC (Computadora),PC (Computadora),250000,76.0,33.0,E10+
12481,VID_006372,L.A. Noire: The Complete Edition,2011,Adventure,PC,PC (Computadora),PC (Computadora),250000,83.0,79.0,M
12482,VID_006411,Sid Meier's Civilization VI,2016,Strategy,PC,PC (Computadora),PC (Computadora),250000,88.0,73.0,E10+
12483,VID_006426,Hitman: Absolution,2012,Action,PC,PC (Computadora),PC (Computadora),240000,79.0,70.0,M
12484,VID_006467,Homefront,2011,Shooter,PC,PC (Computadora),PC (Computadora),240000,70.0,55.0,M
12485,VID_006484,Total War: Attila,2015,Strategy,PC,PC (Computadora),PC (Computadora),240000,80.0,73.0,T
12486,VID_006516,Metro 2033,2010,Shooter,PC,PC (Computadora),PC (Computadora),240000,81.0,81.0,M
12488,VID_006588,DC Universe Online,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),230000,72.0,68.0,T
12489,VID_006643,XCOM 2,2016,Strategy,PC,PC (Computadora),PC (Computadora),230000,88.0,71.0,T
12490,VID_006684,Tom Clancy's Rainbow Six: Siege,2015,Shooter,PC,PC (Computadora),PC (Computadora),230000,79.0,69.0,M
12491,VID_006748,Spec Ops: The Line,2012,Shooter,PC,PC (Computadora),PC (Computadora),230000,76.0,82.0,M
12492,VID_006795,Risen 2: Dark Waters,2012,Role-Playing,PC,PC (Computadora),PC (Computadora),220000,69.0,56.0,M
12493,VID_006843,The Sims 4: Get Together,2015,Simulation,PC,PC (Computadora),PC (Computadora),220000,72.0,73.0,T
12494,VID_006883,LEGO The Lord of the Rings,2012,Action,PC,PC (Computadora),PC (Computadora),220000,80.0,82.0,E10+
12495,VID_006902,Dead Island,2011,Action,PC,PC (Computadora),PC (Computadora),220000,80.0,68.0,M
12498,VID_007013,Assassin's Creed Syndicate,2015,Action,PC,PC (Computadora),PC (Computadora),210000,74.0,59.0,M
12499,VID_007093,Defiance,2013,Shooter,PC,PC (Computadora),PC (Computadora),210000,64.0,65.0,M
12501,VID_007153,"Warhammer 40,000: Space Marine",2011,Shooter,PC,PC (Computadora),PC (Computadora),200000,74.0,74.0,M
12502,VID_007200,FIFA 16,2015,Sports,PC,PC (Computadora),PC (Computadora),200000,81.0,44.0,E
12503,VID_007235,Two Worlds II,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),200000,76.0,65.0,M
12504,VID_007261,Dying Light,2015,Action,PC,PC (Computadora),PC (Computadora),200000,75.0,79.0,M
12507,VID_007365,Aliens vs Predator,2010,Shooter,PC,PC (Computadora),PC (Computadora),190000,68.0,74.0,M
12508,VID_007394,Mafia III,2016,Action,PC,PC (Computadora),PC (Computadora),190000,63.0,32.0,M
12509,VID_007421,Supreme Commander 2,2010,Strategy,PC,PC (Computadora),PC (Computadora),190000,77.0,62.0,E10+
12510,VID_007453,South Park: The Stick of Truth,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),190000,85.0,86.0,M
12511,VID_007462,NBA 2K11,2010,Action,PC,PC (Computadora),PC (Computadora),190000,82.0,86.0,E
12512,VID_007487,Metro: Last Light,2013,Action,PC,PC (Computadora),PC (Computadora),190000,82.0,86.0,M
12513,VID_007488,Evolve,2015,Shooter,PC,PC (Computadora),PC (Computadora),190000,77.0,43.0,M
12515,VID_007527,Tom Clancy's Splinter Cell: Blacklist,2013,Action,PC,PC (Computadora),PC (Computadora),190000,82.0,74.0,M
12516,VID_007558,F1 2011,2011,Racing,PC,PC (Computadora),PC (Computadora),190000,83.0,72.0,E
12517,VID_007566,Saints Row IV,2013,Action,PC,PC (Computadora),PC (Computadora),190000,86.0,74.0,M
12518,VID_007573,Arcania: Gothic 4,2010,Role-Playing,PC,PC (Computadora),PC (Computadora),190000,63.0,44.0,T
12519,VID_007579,The Lord of the Rings: War in the North,2011,Action,PC,PC (Computadora),PC (Computadora),190000,66.0,71.0,M
12520,VID_007619,Driver: San Francisco,2011,Racing,PC,PC (Computadora),PC (Computadora),180000,80.0,70.0,T
12521,VID_007647,Call of Duty: World at War,2008,Shooter,PC,PC (Computadora),PC (Computadora),180000,83.0,75.0,M
12523,VID_007725,Aliens: Colonial Marines,2013,Shooter,PC,PC (Computadora),PC (Computadora),180000,45.0,35.0,M
12524,VID_007728,FIFA Soccer 11,2010,Sports,PC,PC (Computadora),PC (Computadora),180000,83.0,77.0,E
12525,VID_007730,Borderlands,2009,Shooter,PC,PC (Computadora),PC (Computadora),180000,81.0,78.0,M
12526,VID_007735,Brink,2011,Shooter,PC,PC (Computadora),PC (Computadora),180000,70.0,60.0,T
12527,VID_007804,Dark Souls II,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),170000,91.0,71.0,T
12528,VID_007842,Dungeon Siege III,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),170000,72.0,47.0,T
12529,VID_007852,The Secret World,2012,Role-Playing,PC,PC (Computadora),PC (Computadora),170000,74.0,82.0,M
12530,VID_007885,Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,PC,PC (Computadora),PC (Computadora),170000,71.0,49.0,M
12534,VID_007966,LEGO Marvel Super Heroes,2013,Action,PC,PC (Computadora),PC (Computadora),170000,78.0,81.0,E10+
12535,VID_008053,Far Cry: Primal,2016,Action,PC,PC (Computadora),PC (Computadora),160000,74.0,48.0,M
12537,VID_008083,Stronghold 3,2011,Strategy,PC,PC (Computadora),PC (Computadora),160000,47.0,30.0,T
12538,VID_008173,The Crew,2014,Racing,PC,PC (Computadora),PC (Computadora),160000,71.0,64.0,T
12539,VID_008185,The Sims 3: Seasons,2012,Simulation,PC,PC (Computadora),PC (Computadora),160000,73.0,75.0,T
12540,VID_008195,NBA 2K12,2011,Sports,PC,PC (Computadora),PC (Computadora),160000,86.0,71.0,E
12541,VID_008216,Bulletstorm,2011,Shooter,PC,PC (Computadora),PC (Computadora),160000,82.0,77.0,M
12542,VID_008238,Wildstar,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),160000,82.0,74.0,T
12543,VID_008273,Sniper: Ghost Warrior,2010,Shooter,PC,PC (Computadora),PC (Computadora),160000,55.0,55.0,M
12544,VID_008303,F.E.A.R. 3,2011,Shooter,PC,PC (Computadora),PC (Computadora),150000,74.0,59.0,M
12545,VID_008340,Darksiders II,2012,Action,PC,PC (Computadora),PC (Computadora),150000,81.0,78.0,M
12546,VID_008342,DiRT 3,2011,Racing,PC,PC (Computadora),PC (Computadora),150000,86.0,69.0,T
12547,VID_008414,Darksiders,2010,Action,PC,PC (Computadora),PC (Computadora),150000,83.0,78.0,M
12550,VID_008553,F1 2012,2012,Racing,PC,PC (Computadora),PC (Computadora),150000,80.0,69.0,E
12551,VID_008563,Terraria,2011,Action,PC,PC (Computadora),PC (Computadora),140000,83.0,85.0,T
12552,VID_008607,Alien: Isolation,2014,Shooter,PC,PC (Computadora),PC (Computadora),140000,81.0,84.0,M
12553,VID_008609,Just Cause 3,2015,Action,PC,PC (Computadora),PC (Computadora),140000,74.0,53.0,M
12554,VID_008700,ArmA II,2009,Shooter,PC,PC (Computadora),PC (Computadora),140000,77.0,75.0,M
12555,VID_008704,Cities: Skylines,2015,Simulation,PC,PC (Computadora),PC (Computadora),140000,85.0,89.0,E
12556,VID_008711,The Orange Box,2007,Shooter,PC,PC (Computadora),PC (Computadora),140000,96.0,93.0,M
12558,VID_008772,Risen,2009,Role-Playing,PC,PC (Computadora),PC (Computadora),140000,77.0,81.0,M
12559,VID_008776,The Darkness II,2012,Shooter,PC,PC (Computadora),PC (Computadora),140000,77.0,76.0,M
12562,VID_008803,Battlefield: Hardline,2015,Shooter,PC,PC (Computadora),PC (Computadora),140000,71.0,38.0,M
12563,VID_008813,Dead Rising 2,2010,Action,PC,PC (Computadora),PC (Computadora),140000,78.0,63.0,M
12564,VID_008858,Call of Duty: Infinite Warfare,2016,Shooter,PC,PC (Computadora),PC (Computadora),140000,73.0,30.0,M
12565,VID_008872,Red Orchestra 2: Heroes of Stalingrad,2011,Shooter,PC,PC (Computadora),PC (Computadora),140000,76.0,73.0,M
12569,VID_008997,Total War: WARHAMMER,2016,Strategy,PC,PC (Computadora),PC (Computadora),130000,86.0,73.0,T
12570,VID_009022,Batman: Arkham Knight,2015,Action,PC,PC (Computadora),PC (Computadora),130000,70.0,25.0,M
12574,VID_009200,Project CARS,2015,Racing,PC,PC (Computadora),PC (Computadora),130000,83.0,71.0,E
12575,VID_009214,Just Cause 2,2010,Action,PC,PC (Computadora),PC (Computadora),120000,84.0,77.0,M
12576,VID_009231,Sleeping Dogs,2012,Action,PC,PC (Computadora),PC (Computadora),120000,81.0,82.0,M
12577,VID_009350,Rise of the Tomb Raider,2016,Adventure,PC,PC (Computadora),PC (Computadora),120000,86.0,79.0,M
12578,VID_009366,Dishonored 2,2016,Action,PC,PC (Computadora),PC (Computadora),120000,86.0,60.0,M
12579,VID_009451,Alice: Madness Returns,2011,Adventure,PC,PC (Computadora),PC (Computadora),120000,75.0,84.0,M
12580,VID_009490,Tropico 5,2014,Simulation,PC,PC (Computadora),PC (Computadora),120000,75.0,70.0,T
12581,VID_009499,FIFA 17,2016,Sports,PC,PC (Computadora),PC (Computadora),120000,84.0,42.0,E
12582,VID_009532,Darkspore,2011,Role-Playing,PC,PC (Computadora),PC (Computadora),120000,65.0,60.0,T
12584,VID_009554,Lost Horizon,2010,Adventure,PC,PC (Computadora),PC (Computadora),110000,77.0,79.0,T
12585,VID_009683,Call of Juarez: The Cartel,2011,Shooter,PC,PC (Computadora),PC (Computadora),110000,51.0,33.0,M
12588,VID_009840,Sonic Generations,2011,Platform,PC,PC (Computadora),PC (Computadora),110000,77.0,83.0,E
12589,VID_009854,[Prototype 2],2012,Action,PC,PC (Computadora),PC (Computadora),110000,76.0,64.0,M
12590,VID_009887,ArmA III,2013,Shooter,PC,PC (Computadora),PC (Computadora),110000,74.0,74.0,M
12591,VID_009911,Tom Clancy's Splinter Cell: Conviction,2010,Action,PC,PC (Computadora),PC (Computadora),110000,83.0,52.0,M
12593,VID_009965,The Book of Unwritten Tales,2009,Adventure,PC,PC (Computadora),PC (Computadora),100000,82.0,82.0,T
12594,VID_009988,Wasteland 2,2015,Role-Playing,PC,PC (Computadora),PC (Computadora),100000,81.0,73.0,M
12595,VID_009994,Pro Evolution Soccer 2014,2013,Action,PC,PC (Computadora),PC (Computadora),100000,74.0,44.0,E
12598,VID_010061,The Sims 4: City Living,2016,Simulation,PC,PC (Computadora),PC (Computadora),100000,77.0,57.0,T
12599,VID_010112,The Whispered World,2009,Adventure,PC,PC (Computadora),PC (Computadora),100000,70.0,76.0,E
12600,VID_010149,Harry Potter and the Deathly Hallows - Part 1,2010,Action,PC,PC (Computadora),PC (Computadora),100000,37.0,41.0,T
12605,VID_010282,F1 2014,2014,Racing,PC,PC (Computadora),PC (Computadora),100000,61.0,48.0,E
12607,VID_010346,Medieval II: Total War,2006,Strategy,PC,PC (Computadora),PC (Computadora),100000,88.0,89.0,T
12608,VID_010386,Dungeons,2011,Strategy,PC,PC (Computadora),PC (Computadora),90000,65.0,46.0,M
12609,VID_010399,Burnout Paradise: The Ultimate Box,2009,Racing,PC,PC (Computadora),PC (Computadora),90000,87.0,75.0,E10+
12611,VID_010416,Halo 2,2007,Shooter,PC,PC (Computadora),PC (Computadora),90000,72.0,56.0,M
12615,VID_010489,Football Manager 2017,2016,Simulation,PC,PC (Computadora),PC (Computadora),90000,81.0,43.0,E
12620,VID_010664,Wolfenstein: The Old Blood,2015,Action,PC,PC (Computadora),PC (Computadora),90000,76.0,76.0,M
12622,VID_010706,Risen 3: Titan Lords,2014,Role-Playing,PC,PC (Computadora),PC (Computadora),90000,65.0,57.0,M
12623,VID_010738,Red Faction: Armageddon,2011,Shooter,PC,PC (Computadora),PC (Computadora),90000,75.0,67.0,M
12624,VID_010767,The Sims 2: Apartment Life,2008,Simulation,PC,PC (Computadora),PC (Computadora),90000,75.0,77.0,T
12628,VID_010809,Gray Matter,2011,Adventure,PC,PC (Computadora),PC (Computadora),80000,72.0,77.0,T
12629,VID_010818,Star Wars: Empire at War,2006,Strategy,PC,PC (Computadora),PC (Computadora),80000,79.0,84.0,T
12630,VID_010869,Bejeweled 3,2010,Puzzle,PC,PC (Computadora),PC (Computadora),80000,82.0,81.0,E
12632,VID_010906,Pro Evolution Soccer 2013,2012,Sports,PC,PC (Computadora),PC (Computadora),80000,80.0,69.0,E
12634,VID_010913,Battleborn,2016,Shooter,PC,PC (Computadora),PC (Computadora),80000,69.0,69.0,T
12636,VID_010964,Titanfall 2,2016,Shooter,PC,PC (Computadora),PC (Computadora),80000,85.0,80.0,M
12637,VID_010975,Major League Baseball 2K11,2011,Sports,PC,PC (Computadora),PC (Computadora),80000,74.0,59.0,E
12639,VID_011008,Sniper: Ghost Warrior 2,2013,Shooter,PC,PC (Computadora),PC (Computadora),80000,52.0,58.0,M
12640,VID_011029,"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,PC,PC (Computadora),PC (Computadora),80000,80.0,78.0,M
12642,VID_011076,The First Templar,2011,Action,PC,PC (Computadora),PC (Computadora),80000,57.0,58.0,T
12643,VID_011087,Game of Thrones,2012,Role-Playing,PC,PC (Computadora),PC (Computadora),80000,58.0,65.0,M
12644,VID_011096,Assassin's Creed: Rogue,2015,Action,PC,PC (Computadora),PC (Computadora),80000,74.0,75.0,M
12645,VID_011100,Tomb Raider: Underworld,2008,Action,PC,PC (Computadora),PC (Computadora),80000,80.0,77.0,T
12646,VID_011115,X Rebirth,2013,Simulation,PC,PC (Computadora),PC (Computadora),80000,33.0,33.0,T
12649,VID_011168,Metal Gear Solid V: The Phantom Pain,2015,Action,PC,PC (Computadora),PC (Computadora),80000,91.0,77.0,M
12651,VID_011221,Need For Speed: Undercover,2008,Racing,PC,PC (Computadora),PC (Computadora),80000,65.0,49.0,T
12652,VID_011223,Need for Speed: Most Wanted,2012,Racing,PC,PC (Computadora),PC (Computadora),80000,82.0,85.0,T
12653,VID_011253,Rayman Origins,2012,Platform,PC,PC (Computadora),PC (Computadora),80000,86.0,84.0,E10+
12655,VID_011323,Torchlight,2009,Role-Playing,PC,PC (Computadora),PC (Computadora),70000,83.0,80.0,T
12656,VID_011341,F.E.A.R. 2: Project Origin,2009,Shooter,PC,PC (Computadora),PC (Computadora),70000,79.0,78.0,M
12658,VID_011366,Divinity II: Ego Draconis,2009,Role-Playing,PC,PC (Computadora),PC (Computadora),70000,72.0,77.0,M
12659,VID_011369,Emergency 2012,2010,Simulation,PC,PC (Computadora),PC (Computadora),70000,61.0,62.0,T
12660,VID_011386,Hearts of Iron III,2009,Strategy,PC,PC (Computadora),PC (Computadora),70000,77.0,71.0,E10+
12661,VID_011394,Dark Souls III,2016,Role-Playing,PC,PC (Computadora),PC (Computadora),70000,89.0,86.0,M
12665,VID_011488,Operation Flashpoint: Red River,2011,Shooter,PC,PC (Computadora),PC (Computadora),70000,67.0,49.0,M
12666,VID_011563,Football Manager 2010,2009,Sports,PC,PC (Computadora),PC (Computadora),70000,87.0,90.0,E
12668,VID_011590,The Sims 2: Seasons,2007,Simulation,PC,PC (Computadora),PC (Computadora),70000,78.0,73.0,T
12669,VID_011600,The Testament of Sherlock Holmes,2012,Adventure,PC,PC (Computadora),PC (Computadora),70000,73.0,80.0,M
12672,VID_011691,Resident Evil 5,2009,Action,PC,PC (Computadora),PC (Computadora),70000,86.0,71.0,M
12674,VID_011721,TRON: Evolution,2010,Action,PC,PC (Computadora),PC (Computadora),70000,57.0,60.0,T
12676,VID_011743,Cities XL 2012,2011,Strategy,PC,PC (Computadora),PC (Computadora),70000,61.0,56.0,E
12677,VID_011761,Alan Wake,2012,Action,PC,PC (Computadora),PC (Computadora),60000,83.0,80.0,T
12678,VID_011778,Age of Empires III: The Asian Dynasties,2007,Strategy,PC,PC (Computadora),PC (Computadora),60000,81.0,85.0,T
12679,VID_011792,GRID 2,2013,Racing,PC,PC (Computadora),PC (Computadora),60000,80.0,57.0,E
12680,VID_011853,Mirror's Edge Catalyst,2016,Platform,PC,PC (Computadora),PC (Computadora),60000,74.0,44.0,T
12683,VID_011916,Age of Empires Online,2011,Strategy,PC,PC (Computadora),PC (Computadora),60000,70.0,56.0,E10+
12685,VID_011939,The LEGO Movie Videogame,2014,Action,PC,PC (Computadora),PC (Computadora),60000,68.0,68.0,E10+
12687,VID_011949,LEGO Batman: The Videogame,2008,Action,PC,PC (Computadora),PC (Computadora),60000,80.0,78.0,E10+
12688,VID_011985,Blur,2010,Racing,PC,PC (Computadora),PC (Computadora),60000,81.0,74.0,E10+
12689,VID_011987,The Next BIG Thing,2011,Adventure,PC,PC (Computadora),PC (Computadora),60000,75.0,79.0,E10+
12691,VID_012004,Unreal Tournament III,2007,Shooter,PC,PC (Computadora),PC (Computadora),60000,83.0,80.0,M
12693,VID_012026,Dead Rising 2: Off the Record,2011,Action,PC,PC (Computadora),PC (Computadora),60000,66.0,53.0,M
12694,VID_012035,The Witcher,2007,Role-Playing,PC,PC (Computadora),PC (Computadora),60000,81.0,88.0,M
12695,VID_012054,S.T.A.L.K.E.R.: Call of Pripyat,2009,Shooter,PC,PC (Computadora),PC (Computadora),60000,80.0,87.0,M
12697,VID_012064,Create,2010,Action,PC,PC (Computadora),PC (Computadora),60000,54.0,68.0,E
12699,VID_012120,Sacred 2: Fallen Angel,2008,Role-Playing,PC,PC (Computadora),PC (Computadora),60000,71.0,69.0,M
12702,VID_012161,Need for Speed: Shift,2009,Racing,PC,PC (Computadora),PC (Computadora),60000,83.0,58.0,E
12704,VID_012198,Street Fighter V,2016,Fighting,PC,PC (Computadora),PC (Computadora),60000,74.0,29.0,T
12705,VID_012219,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,Shooter,PC,PC (Computadora),PC (Computadora),60000,82.0,84.0,M
12708,VID_012264,Remember Me,2013,Action,PC,PC (Computadora),PC (Computadora),60000,65.0,74.0,M
12709,VID_012303,The Saboteur,2009,Action,PC,PC (Computadora),PC (Computadora),60000,76.0,80.0,M
12710,VID_012309,Rocket League,2016,Sports,PC,PC (Computadora),PC (Computadora),60000,86.0,82.0,E
12711,VID_012320,Mirror's Edge,2009,Platform,PC,PC (Computadora),PC (Computadora),60000,81.0,81.0,T
12712,VID_012321,Titan Quest,2006,Role-Playing,PC,PC (Computadora),PC (Computadora),60000,77.0,81.0,T
12714,VID_012333,Gothic 3,2006,Role-Playing,PC,PC (Computadora),PC (Computadora),60000,63.0,73.0,T
12715,VID_012346,F1 2010,2010,Racing,PC,PC (Computadora),PC (Computadora),50000,84.0,66.0,E
12719,VID_012382,Front Mission Evolved,2010,Shooter,PC,PC (Computadora),PC (Computadora),50000,63.0,51.0,T
12722,VID_012400,Murdered: Soul Suspect,2014,Action,PC,PC (Computadora),PC (Computadora),50000,59.0,74.0,M
12723,VID_012409,Airline Tycoon 2,2011,Simulation,PC,PC (Computadora),PC (Computadora),50000,57.0,55.0,E
12724,VID_012427,IL-2 Sturmovik: Cliffs of Dover,2011,Simulation,PC,PC (Computadora),PC (Computadora),50000,60.0,71.0,T
12725,VID_012446,Medal of Honor: Airborne,2007,Shooter,PC,PC (Computadora),PC (Computadora),50000,78.0,73.0,T
12726,VID_012459,Men of War: Assault Squad,2011,Strategy,PC,PC (Computadora),PC (Computadora),50000,77.0,82.0,T
12727,VID_012477,F1 2015,2015,Racing,PC,PC (Computadora),PC (Computadora),50000,61.0,36.0,E
12728,VID_012484,Hunted: The Demon's Forge,2011,Action,PC,PC (Computadora),PC (Computadora),50000,61.0,66.0,M
12729,VID_012497,Tom Clancy's HAWX 2,2010,Action,PC,PC (Computadora),PC (Computadora),50000,66.0,38.0,T
12730,VID_012515,Mortal Kombat X,2015,Fighting,PC,PC (Computadora),PC (Computadora),50000,76.0,51.0,M
12731,VID_012517,Cities in Motion,2011,Simulation,PC,PC (Computadora),PC (Computadora),50000,70.0,77.0,E
12732,VID_012528,Venetica,2009,Role-Playing,PC,PC (Computadora),PC (Computadora),50000,61.0,68.0,T
12733,VID_012529,Operation Flashpoint: Dragon Rising,2009,Shooter,PC,PC (Computadora),PC (Computadora),50000,76.0,49.0,M
12735,VID_012558,The Bureau: XCOM Declassified,2013,Shooter,PC,PC (Computadora),PC (Computadora),50000,66.0,65.0,M
12736,VID_012605,Bejeweled Twist,2008,Puzzle,PC,PC (Computadora),PC (Computadora),50000,78.0,73.0,E
12739,VID_012662,Plants vs. Zombies,2009,Strategy,PC,PC (Computadora),PC (Computadora),50000,87.0,89.0,E10+
12741,VID_012681,DiRT 2,2009,Racing,PC,PC (Computadora),PC (Computadora),50000,89.0,82.0,T
12742,VID_012682,Payday 2,2013,Shooter,PC,PC (Computadora),PC (Computadora),50000,79.0,34.0,M
12743,VID_012701,Grand Ages: Medieval,2015,Strategy,PC,PC (Computadora),PC (Computadora),50000,63.0,54.0,T
12744,VID_012718,Plants vs. Zombies: Garden Warfare 2,2016,Shooter,PC,PC (Computadora),PC (Computadora),50000,82.0,75.0,E10+
12745,VID_012724,Singularity,2010,Shooter,PC,PC (Computadora),PC (Computadora),50000,76.0,77.0,M
12748,VID_012752,LEGO Indiana Jones 2: The Adventure Continues,2009,Action,PC,PC (Computadora),PC (Computadora),50000,66.0,80.0,E10+
12750,VID_012761,Need for Speed Carbon,2006,Racing,PC,PC (Computadora),PC (Computadora),50000,78.0,72.0,E10+
12752,VID_012786,Worms Reloaded,2010,Strategy,PC,PC (Computadora),PC (Computadora),50000,79.0,68.0,E10+
12756,VID_012830,Ship Simulator Extremes,2010,Simulation,PC,PC (Computadora),PC (Computadora),50000,49.0,62.0,E
12757,VID_012840,FIFA Soccer 10,2009,Sports,PC,PC (Computadora),PC (Computadora),50000,72.0,38.0,E
12760,VID_012850,FIFA Manager 12,2011,Sports,PC,PC (Computadora),PC (Computadora),50000,72.0,39.0,E
12761,VID_012885,Company of Heroes,2006,Strategy,PC,PC (Computadora),PC (Computadora),50000,93.0,88.0,M
12763,VID_012894,Silent Hunter: Wolves of the Pacific,2007,Simulation,PC,PC (Computadora),PC (Computadora),50000,79.0,69.0,T
12765,VID_012921,Supreme Commander,2007,Strategy,PC,PC (Computadora),PC (Computadora),50000,86.0,83.0,E10+
12766,VID_012923,Wolfenstein,2009,Shooter,PC,PC (Computadora),PC (Computadora),50000,74.0,73.0,M
12770,VID_012988,Tropico 3,2009,Strategy,PC,PC (Computadora),PC (Computadora),40000,79.0,81.0,T
12771,VID_012990,Life is Strange,2016,Adventure,PC,PC (Computadora),PC (Computadora),40000,83.0,86.0,M
12773,VID_013014,Pro Evolution Soccer 2016,2015,Sports,PC,PC (Computadora),PC (Computadora),40000,76.0,43.0,E
12774,VID_013019,Runaway: A Twist of Fate,2009,Adventure,PC,PC (Computadora),PC (Computadora),40000,79.0,82.0,T
